|         535 |   65 | Male   | Gloves         | Accessories |              72 | Florida        | L    | Pink      | Fall   |           4.5 | Yes      | Next Day Air   | Yes              |                  4 | PayPal         | Quarterly              | Senior      |                      90 |
|         671 |   63 | Male   | Sweater        | Clothing    |              41 | Louisiana      | XL   | Purple    | Spring |           4.8 | Yes      | Next Day Air   | Yes              |                 37 | Cash           | Bi-Weekly              | Senior      |                      14 |
|         672 |   38 | Male   | Jacket         | Outerwear   |              30 | Iowa           | L    | Black     | Winter |           4.7 | Yes      | Express        | Yes              |                 45 | Cash           | Weekly                 | Adult       |                       7 |
|         673 |   59 | Male   | Socks          | Clothing    |              53 | Washington     | M    | Peach     | Winter |           3.3 | Yes      | 2-Day Shipping | Yes              |                 29 | Cash           | Quarterly              | Senior      |                      90 |
|         674 |   35 | Male   | Shirt          | Clothing    |              66 | Oklahoma       | M    | Indigo    | Spring |           4.2 | Yes      | Free Shipping  | Yes              |                 27 | Venmo          | Bi-Weekly              | Adult       |                      14 |
|         675 |   48 | Male   | Jewelry        | Accessories |              33 | Washington     | XL   | Beige     | Winter |           4.7 | Yes      | Store Pickup   | Yes              |                 36 | Bank Transfer  | Annually               | Middle-Aged |                     365 |
|         676 |   64 | Male   | Sunglasses     | Accessories |              86 | Arkansas       | M    | Yellow    | Spring |           2.6 | Yes      | 2-Day Shipping | Yes              |                  9 | Cash           | Annually               | Senior      |                     365 |
|         677 |   28 | Male   | Pants          | Clothing    |              60 | Connecticut    | M    | Peach     | Winter |           2.9 | Yes      | 2-Day Shipping | Yes              |                 38 | Venmo          | Bi-Weekly              | Young Adult |                      14 |
|         678 |   60 | Male   | Socks          | Clothing    |              62 | Washington     | S    | Turquoise | Summer |           2.7 | Yes      | Express        | Yes              |                 41 | PayPal         | Annually               | Senior      |                     365 |
|         679 |   27 | Male   | Blouse         | Clothing    |              74 | Maine          | M    | Teal      | Fall   |           3.3 | Yes      | Store Pickup   | Yes              |                 25 | Debit Card     | Every 3 Months         | Young Adult |                      90 |
|         680 |   56 | Male   | Sandals        | Footwear    |              95 | Michigan       | M    | Turquoise | Fall   |           3.4 | Yes      | Express        | Yes              |                 37 | Venmo          | Fortnightly            | Middle-Aged |                      14 |
|         681 |   58 | Male   | Sneakers       | Footwear    |              25 | Tennessee      | M    | Magenta   | Spring |           4.2 | Yes      | Express        | Yes              |                  3 | PayPal         | Annually               | Senior      |                     365 |
|         682 |   30 | Male   | Shirt          | Clothing    |              59 | Louisiana      | XL   | Purple    | Winter |           3.8 | Yes      | 2-Day Shipping | Yes              |                 24 | Credit Card    | Every 3 Months         | Young Adult |                      90 |
|         683 |   23 | Male   | Jacket         | Outerwear   |              29 | Missouri       | M    | Brown     | Summer |             4 | Yes      | Standard       | Yes              |                 49 | Credit Card    | Bi-Weekly              | Young Adult |                      14 |
|         684 |   33 | Male   | Sandals        | Footwear    |              36 | Michigan       | S    | Violet    | Winter |           2.7 | Yes      | Free Shipping  | Yes              |                  3 | Bank Transfer  | Monthly                | Adult       |                      30 |
|         685 |   63 | Male   | Hat            | Accessories |              82 | Alabama        | M    | Yellow    | Summer |           4.7 | Yes      | Express        | Yes              |                 42 | Debit Card     | Monthly                | Senior      |                      30 |
|         686 |   70 | Male   | Blouse         | Clothing    |              71 | Massachusetts  | XL   | Magenta   | Winter |           3.5 | Yes      | Standard       | Yes              |                 32 | Cash           | Fortnightly            | Senior      |                      14 |
|         687 |   70 | Male   | Sweater        | Clothing    |              35 | Indiana        | L    | Beige     | Fall   |             3 | Yes      | 2-Day Shipping | Yes              |                 33 | Venmo          | Fortnightly            | Senior      |                      14 |
|         688 |   19 | Male   | Gloves         | Accessories |              38 | West Virginia  | XL   | Turquoise | Winter |           3.3 | Yes      | Free Shipping  | Yes              |                 46 | Bank Transfer  | Quarterly              | Young Adult |                      90 |
